     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
204.5,116.9,15.4,17.6,534,Dry
204.8,117.8,15.4,17.6,542,Dry
205,111.1,14.7,17.9,537.7,Dry
205.3,112.3,14.6,17.7,531.3,Dry
205.5,112,15,19,527.4,Dry
205.8,113.9,14.5,19.5,524.8,Dry
206,115.4,14.6,17.8,530.5,Dry
206.3,116.3,15.6,18,539.3,Dry
206.5,112.9,15.4,18.4,539.4,Dry
206.8,106.7,15.5,17.9,533,Dry
207,100.1,16,18.2,529.5,Dry
207.3,104.8,15.7,17.5,522.2,Dry
207.5,107,15.9,18,527,Dry
207.8,113.1,16,18.4,526.7,Dry
208,115.5,16,18,523.7,Dry
208.3,110.3,16.1,17.7,510.7,Dry
208.5,109.2,16.1,17.4,522.5,Dry
208.8,108.5,16,18.1,551.1,Dry
209,115.2,16,17.6,543.5,Dry
209.3,109.3,16.6,17.5,529.1,Dry
209.5,113.8,16.7,17.4,540.7,Dry
209.8,105.6,16.9,18.4,533.2,Dry
210,108.1,17,18.5,517.8,Dry
210.3,109.6,17,18.1,535.4,Dry
210.5,114.3,17,18.3,538.6,Dry
210.8,113.7,17.2,18.9,538.3,Dry
211,112.6,16.9,19.3,536.3,Dry
211.3,115.9,17,18.7,518.1,Dry
211.5,111.7,16.9,19.1,516.3,Dry
211.8,118.2,16.8,18.9,525.1,Dry
212,121.5,16.9,18.6,534.4,Dry
212.3,121.1,16.7,18,542.4,Dry
212.5,124.7,16.3,18.8,523.3,Dry
212.8,125.2,16.3,18.1,505.6,Dry
213,118.7,16.5,18.5,516.2,Dry
213.3,118.5,16.1,19,529.8,Dry
213.5,117.6,16.3,19.4,554.9,Dry
213.8,119.4,16.2,18.6,548.4,Dry
214,115.5,16.4,19.4,534.8,Dry
214.3,117.1,16.3,18.9,542,Dry
214.5,123.3,16.2,18.6,524.7,Dry
214.8,125.3,16.6,18.7,534.5,Dry
215,129.3,16.2,17.9,540.1,Dry
215.3,124.7,16.2,19,537.2,Dry
215.5,122.4,16.3,18.8,556.7,Dry
215.8,120.7,16.3,18.6,552.3,Dry
216,123.4,16.5,18,542,Dry
216.3,122.1,16.3,17.6,548.3,Dry
216.5,128.6,16.3,17.2,564.4,Dry
216.8,126.3,16.7,17.7,568,Dry
217,125.8,16.8,18.2,564.1,Dry
217.3,126.6,17,17,555.9,Dry
217.5,125.8,16.7,18.4,552.5,Dry
217.8,127.3,16.4,18.8,544.2,Dry
218,123.6,16.6,18.8,553.7,Dry
218.3,124.3,16.5,19,570.5,Dry
218.5,127.7,16.6,18.4,555.9,Dry
218.8,127.9,16.8,18.1,546.9,Dry
219,129.4,16.5,18.9,545.9,Dry
219.3,125.2,16.2,19.1,548.5,Dry
219.5,130.1,16.1,18.9,548.7,Dry
219.8,124.3,16.2,19.2,549.3,Dry
220,125.4,16.4,18,562.4,Dry
220.3,121.8,16.5,19.2,562.5,Dry
220.5,121.6,16.4,17.8,542.2,Dry
220.8,120.6,16.6,17.5,551.2,Dry
221,117.4,16.5,17.5,576,Dry
221.3,115,16,17.4,578.5,Dry
221.5,115.6,15.7,16.9,566.4,Dry
221.8,116,15.2,17,550.6,Dry
222,120.5,14.7,17.3,553.9,Dry
222.3,120.4,14.4,17.3,549.8,Dry
222.5,120.8,14.3,17.3,527.3,Dry
222.8,117.1,14,17.2,542.3,Dry
223,107.8,14,17.2,541.7,Dry
223.3,106.4,14,17.2,527,Dry
223.5,102.1,13.7,17.1,528.8,Dry
223.8,103.2,13.8,16.9,533.2,Dry
224,103.7,13.7,16.8,524.1,Dry
224.3,106.5,13.6,16.6,505.5,Dry
224.5,105.8,13.5,16.9,528,Dry
224.8,107,13.5,16.8,544.2,Dry
225,109.3,13.6,17.1,532.3,Dry
225.3,110.4,13.8,17.1,514.5,Dry
225.5,111.9,14.1,17.3,517.2,Dry
225.8,115.1,14.3,17.4,523.2,Dry
226,112.4,14.9,17.6,522.3,Dry
226.3,111.8,15.5,17.7,540,Dry
226.5,112.5,16.4,18.2,540.7,Dry
226.8,106.1,16.8,18.3,542.7,Dry
227,110,17.8,18.5,568.2,Dry
227.3,113.2,18.5,18.8,560.3,Dry
227.5,112.7,18.8,19,542.7,Dry
227.8,113.1,18.8,19,529.7,Dry
228,112.7,19.6,17.3,517.9,Dry
228.3,117.2,19.5,17.1,546.7,Dry
228.5,122.4,17.9,17.3,555.2,Dry
228.8,125.1,18.1,17.9,539.5,Dry
229,118.5,18.4,18.4,538.8,Dry
229.3,118.6,18.5,19.8,538.9,Dry
229.5,120.1,20.2,22.8,561.5,Dry
229.8,128,21.5,23.9,564.1,Dry
230,137.6,23.3,24.1,555.4,Dry
230.3,132.5,23.5,24.6,564.7,Dry
230.5,131.5,24,25.4,571.9,Dry
230.8,124.2,24.4,25.8,578,Dry
231,120.9,24.8,25.5,572.5,Dry
231.3,120.7,24.6,25.1,577.6,Dry
231.5,114.5,23.9,25.1,551.1,Dry
231.8,112,23.3,24.9,538.6,Dry
232,118.7,22.6,23.9,549.2,Dry
232.3,117.2,22.5,23.9,547,Dry
232.5,123.9,22.4,23.8,566.5,Dry
232.8,121.7,22.2,23.3,565.6,Dry
233,120.3,21.7,23.6,553.1,Dry
233.3,119.5,21.2,23.3,558.5,Dry
233.5,121.9,21,22.8,549.9,Dry
233.8,125.5,21.1,22.9,560.1,Dry
234,132.1,21.2,22.6,559.9,Dry
234.3,131.4,21.2,22.3,540.5,Dry
234.5,133.1,21,22.9,546.3,Dry
234.8,128.3,21.1,22.8,587.2,Dry
235,123.5,20.8,22.9,621.7,Dry
235.3,128.9,20.3,23.5,582.7,Dry
235.5,132.8,19.9,22.8,553.7,Dry
235.8,130.4,19.9,22.8,564,Dry
236,125.6,20.3,22.2,571.4,Dry
236.3,114.7,20.9,21.5,561.9,Dry
236.5,115.1,21.6,21.2,568.8,Dry
236.8,116.3,21.6,21.7,599.2,Dry
237,120.7,21.1,21.3,596.3,Dry
237.3,120.7,20.6,21.5,566.1,Dry
237.5,117,19.6,22.5,544.6,Dry
237.8,114.1,19.3,22.5,539.7,Dry
238,123.1,19.1,22.5,540.4,Dry
238.3,124.2,19,21.7,549.8,Dry
238.5,118,19.1,21.5,546.1,Dry
238.8,117.2,19.1,21,550.8,Dry
239,121,18.6,21.1,560.6,Dry
239.3,123.6,18.5,20.9,549.8,Dry
239.5,126.9,18.2,21.1,558.9,Dry
239.8,131.8,18.2,21.1,551.8,Dry
240,123.8,18.1,21.3,530.7,Dry
240.3,122.7,18.1,21.4,522.6,Dry
240.5,119.4,18.1,21.3,505.1,Dry
240.8,120.2,18.2,21.3,510.6,Dry
241,126.2,18.6,21.3,516.7,Dry
241.3,132.1,18.9,21.4,507.4,Dry
241.5,118.2,19.1,21.8,510,Dry
241.8,114,19.2,22.3,514.8,Dry
242,111.6,19.4,23.1,514.2,Dry
242.3,108.1,20,23.2,516.6,Dry
242.5,114.8,21.6,23.8,513.3,Dry
242.8,115,23.4,24.4,541.3,Dry
243,111.8,26.8,24.1,605.5,Dry
243.3,106.7,32.4,23.9,678.9,Dry
243.5,98.7,35.9,24.3,733.5,Dry
243.8,96.6,34.4,26.1,642.4,Dry
244,100.3,29.8,27.9,518.3,Dry
244.3,106.7,27.6,28.5,525.6,Dry
244.5,107,26.6,28.3,556.6,Dry
244.8,107.3,25.6,27.5,549.8,Dry
245,106.3,24.4,26.4,530.7,Dry
245.3,111.7,23.6,26,533.8,Dry
245.5,115,22.8,25.6,541.6,Dry
245.8,112,23.3,24.9,524.2,Dry
246,115,23.4,24.5,525,Dry
246.3,112.8,23.3,24.2,527.3,Dry
246.5,114.1,22.8,24,517.2,Dry
246.8,117.4,22.4,23.6,528,Dry
247,121.6,21.8,22.9,526.9,Dry
247.3,122.9,21.3,22.7,512.9,Dry
247.5,118,20.5,21.6,513.5,Dry
247.8,118.5,20.3,21.3,524.7,Dry
248,111.3,19.8,20.8,538.2,Dry
248.3,119,19.3,20.7,529.7,Dry
248.5,118.7,19,20.7,503.7,Dry
248.8,113.5,18.5,20.7,499.4,Dry
249,117.8,18.1,21.1,505.7,Dry
249.3,116,18,21.1,497.9,Dry
249.5,119.2,18,20.6,507,Dry
249.8,118.4,17.9,20.3,525.2,Dry
250,116.5,17.7,19.9,504.2,Dry
250.3,114.2,17.2,19.9,493.8,Dry
250.5,109.6,17.1,19.9,502.6,Dry
250.8,108.6,17.1,20.1,493.3,Dry
251,113.9,17.1,20.3,490.3,Dry
251.3,125.4,17.2,20.4,483,Dry
251.5,133,17.6,20.5,480.5,Dry
251.8,136,18.1,20.6,497.4,Dry
252,134.9,18.8,20.6,516.3,Dry
252.3,130.1,20.1,20.8,541.4,Dry
252.5,119.5,20.9,22.4,534.6,Dry
252.8,118.1,21.3,24,525,Dry
253,114.3,24.2,25.4,624.3,Dry
253.3,111,28,26,656.6,Dry
253.5,115.8,27.9,26.7,560.2,Dry
253.8,113.6,25.3,27.6,505.8,Dry
254,115.4,24.5,27.8,529.1,Dry
254.3,107.5,25.7,26.6,584.2,Dry
254.5,105,27.2,25.3,590.2,Dry
254.8,106.8,26.9,24.9,538.6,Dry
255,111.7,24,24.5,477.6,Dry
255.3,121.9,22.5,24.2,455.2,Dry
255.5,124.4,21.7,23.6,451.9,Dry
255.8,130.1,21.6,23.6,461.6,Dry
256,137.3,21.3,24.3,470.5,Dry
256.3,142.5,21.7,24.9,463.1,Dry
256.5,168.3,24.1,25.5,442.4,Dry
256.8,189.3,26.2,26.2,428.9,Dry
257,217.9,29.5,27.4,419.7,Dry
257.3,222.6,30.8,28.7,418.8,Dry
257.5,222.5,32.3,31.4,441.2,Dry
257.8,232.5,33.7,32.2,443.2,Dry
258,272.7,36.4,33.1,429.3,Dry
258.3,287.7,37.2,33.6,436,Dry
258.5,291.1,36.6,34.7,443.7,Dry
258.8,276,35.5,35.7,452.2,Dry
259,255.8,34.5,36.9,441.7,Dry
259.3,266.4,35,37.9,425,Dry
259.5,276.5,36.7,41.6,414.5,Dry
259.8,258.6,38.9,45.5,441.8,Dry
260,187.3,46.8,53.6,642.9,Dry
260.3,126.1,54.4,61.2,798.1,Hard_water
260.5,64.7,61.1,76.4,887.6,Hard_water
260.8,48.1,64,87.9,887.6,Hard_water
261,39.4,66.6,98,897.1,Hard_water
261.3,35.6,67.6,98.9,908.7,Hard_water
261.5,38.7,68,99.6,893.4,Hard_water
261.8,41.8,67.8,99.7,875.7,Hard_water
262,47.2,67.5,99.8,875.4,Hard_water
262.3,49.1,67.3,99.2,893.1,Hard_water
262.5,48,67.2,97.2,896.5,Hard_water
262.8,50,67,95.4,890.1,Hard_water
263,58,65.3,93,851.8,Hard_water
263.3,62.6,64.4,92.3,840.7,Hard_water
263.5,68.9,63,91.4,827.6,Hard_water
263.8,74.6,62.4,91.3,817.5,Hard_water
264,66.6,62.8,91.4,853.5,Hard_water
264.3,65.7,63.3,90.8,867.2,Hard_water
264.5,56,63.5,89.5,884.5,Hard_water
264.8,61.2,63.3,88.8,899.9,Hard_water
265,71.8,62.3,87.7,884.7,Hard_water
265.3,74,61.9,87.3,876,Hard_water
265.5,75.9,61.2,84.9,850.5,Hard_water
265.8,75.4,61.2,83.2,836.3,Hard_water
266,83.1,60.6,81.7,811.6,Hard_water
266.3,90,59.2,80.6,788.1,Hard_water
266.5,94.4,59.3,79.1,783.4,Hard_water
266.8,94.1,58.9,79,755.3,Hard_water
267,77.4,57.8,80.6,679.6,Hard_water
267.3,66.2,57.5,81.4,653.4,Hard_water
267.5,57.5,57.8,81.5,636.5,Hard_water
267.8,54.1,57.6,81.1,632,Hard_water
268,66.3,56.6,80,614.5,Hard_water
268.3,73.6,57.3,78.6,609.1,Hard_water
268.5,79.2,58.7,77.1,631.4,Hard_water
268.8,81.6,59.1,77.3,616.7,Hard_water
269,79.5,59.9,78.7,613.2,Hard_water
269.3,82,60.2,78.9,621.6,Hard_water
269.5,80.2,59.6,80,623.9,Hard_water
269.8,83.3,59.2,80.6,637.9,Hard_water
270,74.6,60.2,80.7,655.6,Hard_water
270.3,69.9,61.1,80.3,708.2,Hard_water
270.5,64.4,61.1,80.8,812.2,Hard_water
270.8,62,61.4,81.3,771.7,Hard_water
271,63.5,60.5,78.9,673.4,Hard_water
271.3,70.9,59.8,78,683.8,Hard_water
271.5,68.3,56.2,77.3,650.4,Hard_water
271.8,63.7,54.8,76.9,644.1,Hard_water
272,61.3,54.4,76.3,655.7,Hard_water
272.3,54.5,53.4,75.3,618,Hard_water
272.5,47.8,52.7,76.8,593.4,Hard_water
272.8,46.6,51.9,76.8,618.4,Hard_water
273,43,51.1,75.3,640.5,Hard_water
273.3,48.5,51.2,75,639.6,Hard_water
273.5,55.2,50.9,74.8,657.8,Hard_water
273.8,57.5,52.1,74.1,671.5,Hard_water
274,57.2,53.9,74.6,680.4,Hard_water
274.3,53.2,54.2,76.1,670.2,Hard_water
274.5,54.2,54,78,670.4,Hard_water
274.8,54,55.3,76.8,674.7,Hard_water
275,64.6,56.3,73.6,690.2,Hard_water
275.3,76.3,56.2,71.6,716.5,Hard_water
275.5,100.9,56.3,69.9,719.3,Hard_water
275.8,107.3,56.1,68.3,722.1,Hard_water
276,110.8,56.9,67.1,742.2,Hard_water
276.3,109.1,57.3,67.1,731.7,Hard_water
276.5,100.4,57.2,68.1,692.8,Hard_water
276.8,104.1,56.4,68.8,637.2,Hard_water
277,109.3,57.2,71.2,629.4,Hard_water
277.3,115,57.2,73.2,652.7,Hard_water
277.5,112,57.9,77.1,651.4,Hard_water
277.8,105.1,59.3,79.6,699.9,Hard_water
278,89.5,62.2,82.6,733.9,Hard_water
278.3,79.6,62.4,84,716.1,Hard_water
278.5,78.6,62.5,86.4,728.6,Hard_water
278.8,80.5,64,87.4,759.3,Hard_water
279,87,64.2,88.2,749.9,Hard_water
279.3,92.9,63.6,88.8,739.1,Hard_water
279.5,92.2,64.2,89.7,760.4,Hard_water
279.8,93.9,65.4,88.4,762.7,Hard_water
280,80.6,65.2,86.7,760,Hard_water
280.3,82.5,65.3,86.3,716.9,Hard_water
280.5,79,65.1,84.9,635.1,Hard_water
280.8,79.9,65.1,84,601.5,Hard_water
281,87.3,64,84,584.8,Hard_water
281.3,86.4,63.5,84.4,598.2,Hard_water
281.5,88.5,63.2,85.2,623.9,Hard_water
281.8,90.9,63,85.1,636.7,Hard_water
282,100.4,62.1,84.2,650.4,Hard_water
282.3,105.6,61.4,82.2,646.9,Hard_water
282.5,113.1,60.4,79.2,671.6,Hard_water
282.8,111.9,59.1,76.9,692.1,Hard_water
283,107.9,57.9,75.7,701.3,Hard_water
283.3,109.1,57.9,76.7,702.7,Hard_water
283.5,101.9,59,78,683.2,Hard_water
283.8,95.1,60.6,78.4,734.2,Hard_water
284,90.2,63.2,80.7,838,Hard_water
284.3,91.9,63.4,82.9,807.4,Hard_water
284.5,90.8,61.9,86.6,750.6,Hard_water
284.8,93.4,62.9,87.8,805,Hard_water
285,85.8,65.6,87.4,828.1,Hard_water
285.3,83.8,66.6,88.4,781.9,Hard_water
285.5,79.9,65.4,92.4,759.3,Hard_water
285.8,69.3,66.3,93.8,827.4,Hard_water
286,54.8,69,94.1,898.7,Hard_water
286.3,40.8,70.9,93.7,845,Hard_water
286.5,38.6,70.4,92.4,798.3,Hard_water
286.8,51.8,68.6,90.7,770.2,Hard_water
287,75.2,64,87.7,695.8,Hard_water
287.3,84.5,61.2,85.2,685.7,Hard_water
287.5,93.3,60.4,83.4,703.4,Hard_water
287.8,89.4,61.2,82.9,695,Hard_water
288,85.6,61.8,83.3,705.7,Hard_water
288.3,85.3,62.9,84.6,716.8,Hard_water
288.5,86.9,63.3,85.9,725,Hard_water
288.8,86.4,62.8,83.9,723.5,Hard_water
289,90.4,62.9,80.5,734.1,Hard_water
289.3,95.9,61.4,77.8,696.4,Hard_water
289.5,101.6,58.1,74.3,604.2,Hard_water
289.8,106.6,56.5,72.8,618.6,Hard_water
290,103.9,55.1,71,664.9,Hard_water
290.3,98.7,55.3,70.8,697.1,Hard_water
290.5,86,57.1,74,731.7,Hard_water
290.8,81.3,58.2,75.8,769.8,Hard_water
291,89.4,60,77,771.4,Hard_water
291.3,94.2,60.1,77.8,721.7,Hard_water
291.5,104.3,57.5,76.9,674,Hard_water
291.8,107.8,56.1,76.7,648.8,Hard_water
292,106,56.4,75.7,652.9,Hard_water
292.3,99.3,57.8,74.6,697.3,Hard_water
292.5,94.3,61.1,75.8,726.6,Hard_water
292.8,89.3,61.4,77.7,719.1,Hard_water
293,92.5,62,80.8,729.2,Hard_water
293.3,93.7,63.2,82.1,746.6,Hard_water
293.5,87.3,65.2,84.2,793,Hard_water
293.8,87.6,65.1,84.8,773.8,Hard_water
294,85.7,64.6,80.8,718.2,Hard_water
294.3,91.4,64.6,80.1,729.6,Hard_water
294.5,90.2,61.7,80,767.6,Hard_water
294.8,91.9,61.3,79.4,744,Hard_water
295,81.8,62.9,79,715.8,Hard_water
295.3,82.5,62.9,78.1,752.3,Hard_water
295.5,88.2,61.6,79.2,715,Hard_water
295.8,91.1,59.6,76.9,678.9,Hard_water
296,100,56.7,72.1,689.4,Hard_water
296.3,99.5,56.4,69.6,704,Hard_water
296.5,103.1,55.1,66.3,683.5,Hard_water
296.8,104.1,55.2,66.1,671.1,Hard_water
297,103.8,54.3,67.5,704.8,Hard_water
297.3,104.6,54.2,69.2,701.8,Hard_water
297.5,92.5,55.7,71.1,699.4,Hard_water
297.8,96.6,57.6,73,708.2,Hard_water
298,99.3,58.8,76.3,704.2,Hard_water
298.3,102,59.3,79.1,697.9,Hard_water
298.5,104.2,59.8,79.3,719.5,Hard_water
298.8,100.9,60.1,77.4,694.5,Hard_water
299,101.6,60.7,77.2,629,Hard_water
299.3,98.3,59.7,74.8,586.2,Hard_water
299.5,95.4,60,72,504.3,Hard_water
299.8,89.7,59.7,70.9,531.3,Hard_water
300,93.7,58.6,70.2,566.5,Hard_water
300.3,95.9,58.8,71.2,572.1,Hard_water
300.5,100.9,57.3,72.3,587.4,Hard_water
300.8,105.5,56.9,74.5,582.3,Hard_water
301,90.8,58.4,79.2,638.7,Hard_water
301.3,76.4,61.4,80.7,744.8,Hard_water
301.5,59.3,64.8,83.1,855.7,Hard_water
301.8,53.6,65.5,85,825,Hard_water
302,58.3,63.8,84.6,772.7,Hard_water
302.3,64.7,62.6,81.9,786.1,Hard_water
302.5,76,59.6,76.9,776,Hard_water
302.8,81,57.1,74,736.9,Hard_water
303,93.6,54.3,71.3,731.2,Hard_water
303.3,94.9,54.1,69,759.7,Hard_water
303.5,94.3,54.6,65.7,782.9,Hard_water
303.8,98.3,55.1,65.1,790.4,Hard_water
304,96.1,53.1,64.5,748.9,Hard_water
304.3,101.2,52.7,64.7,701.1,Hard_water
304.5,100.9,52.2,63.6,712,Hard_water
304.8,98.2,52.9,63,729.3,Hard_water
305,99.1,53.7,62.1,708.7,Hard_water
305.3,101.8,52.7,62,651.6,Hard_water
305.5,113,50.7,63.9,584.5,Hard_water
305.8,115.7,49.8,64.7,590.8,Hard_water
306,117.8,50.6,64.8,596.8,Hard_water
306.3,109,52.6,64.7,669.2,Hard_water
306.5,94.9,56.7,65.7,868.8,Hard_water
306.8,91.2,57,66.5,866.3,Hard_water
307,85.9,57.5,68.1,766.6,Hard_water
307.3,92.2,57.2,69.8,756.6,Hard_water
307.5,99.9,57.1,71.9,756.7,Hard_water
307.8,98,57.9,72.6,783.4,Hard_water
308,105.4,59.3,73.9,806,Hard_water
308.3,98.3,59.7,75.1,783.5,Hard_water
308.5,91.6,60.4,77.1,781.7,Hard_water
308.8,86.7,61.4,78.4,756.5,Hard_water
309,76.2,61.8,78.4,710.9,Hard_water
309.3,78.9,61.1,77.9,676,Hard_water
309.5,85.2,59.4,76.5,626.1,Hard_water
309.8,90.8,57.5,74.2,613.2,Hard_water
310,105.9,53.9,71.1,552.4,Hard_water
310.3,116.7,52,67.1,520.1,Hard_water
310.5,135.1,48.5,65.2,507.2,Hard_water
310.8,139,47.2,62.3,522.1,Hard_water
311,126.1,47.4,60.2,568.7,Hard_water
311.3,117.1,48.1,59.2,603,Hard_water
311.5,113.8,50.3,60.1,623.8,Hard_water
311.8,107.1,51.7,61.7,623.3,Hard_water
312,103.5,53.7,66.5,611.8,Hard_water
312.3,103,55.3,70.4,617.5,Hard_water
312.5,96.1,58.2,75.6,659.6,Hard_water
312.8,100.3,59.7,78.3,671.9,Hard_water
313,102.7,61,83.6,627.1,Hard_water
313.3,97.2,61.4,84.6,635.4,Hard_water
313.5,84.8,63.5,82.3,732.4,Hard_water
313.8,78.9,65.6,81.7,765.6,Hard_water
314,73.2,65.5,82.6,801.7,Hard_water
314.3,75.1,66,84.1,815,Hard_water
314.5,82.7,70,86.4,827.6,Hard_water
314.8,79.8,71.2,89.3,823,Hard_water
315,84,70.7,95.6,749.6,Hard_water
315.3,88.6,70.6,98.9,736.4,Hard_water
315.5,88.3,72.1,98.6,763.9,Hard_water
315.8,86.4,72.4,98.9,773,Hard_water
316,73.6,72.9,99.7,833.4,Hard_water
316.3,69.4,73.4,100.7,857.8,Hard_water
316.5,66.7,73.9,100.6,906.2,Hard_water
316.8,68,73.3,101.4,912.3,Hard_water
317,69,72.1,99.6,832.6,Hard_water
317.3,67.7,71.9,98.1,840.7,Hard_water
317.5,69.7,70.7,97.2,838.9,Hard_water
317.8,68.5,68.8,97.9,774.8,Hard_water
318,66,69.3,100.1,823.6,Hard_water
318.3,62.4,70.4,101.4,883,Hard_water
318.5,45.8,73.1,103.8,886.3,Hard_water
318.8,44.1,74.2,107.6,903,Hard_water
319,39.7,75.4,110.9,881.1,Hard_water
319.3,42.1,76,112.8,866.5,Hard_water
319.5,39.4,77.2,114.2,899.6,Hard_water
319.8,36,77.5,114.6,926.3,Hard_water
320,33.3,77.9,115.6,966.2,Hard_water
320.3,30.3,78.3,116,965.1,Hard_water
320.5,33.4,78.7,115.5,942.1,Hard_water
320.8,36.4,78.9,114.5,936,Hard_water
321,37,78.9,112.1,957,Hard_water
321.3,40.2,78.4,110.8,945.6,Hard_water
321.5,49.6,76.2,108,862.4,Hard_water
321.8,58.3,74.5,106.8,829.2,Hard_water
322,71.8,71.6,105.4,821.2,Hard_water
322.3,71.1,70.6,104.5,857.7,Hard_water
322.5,64.7,70.5,102.8,862,Hard_water
322.8,58.5,71,102.6,849.5,Hard_water
323,52.5,71.5,103.5,817.1,Hard_water
323.3,46.9,72.6,105.3,771.4,Hard_water
323.5,42.4,74.5,106.5,766.7,Hard_water
323.8,37.6,75.6,107.1,790.9,Hard_water
324,38.6,77.4,109.9,799,Hard_water
324.3,36.9,77.2,110.9,762,Hard_water
324.5,38.6,77.8,111.3,683.3,Hard_water
324.8,41.1,77.6,111.5,680.8,Hard_water
325,37.3,77.1,112.1,713.3,Hard_water
325.3,37.4,76.8,113.2,745.5,Hard_water
325.5,37.7,76.2,112.8,798.9,Hard_water
325.8,36.9,75.9,111.9,806.4,Hard_water
326,35.9,76.2,111.3,798.4,Hard_water
326.3,32.7,76.4,109.9,795.8,Hard_water
326.5,31.4,76.4,109.2,844.9,Hard_water
326.8,35.6,75.4,109.6,838.2,Hard_water
327,41.7,74.1,110.4,777.2,Hard_water
327.3,41.3,74.6,110.2,783.4,Hard_water
327.5,35.9,76.1,110.1,847,Hard_water
327.8,28.8,76.6,109.9,902.8,Hard_water
328,26.8,76.6,108.9,978.9,Hard_water
328.3,28.7,76.3,108.3,964.6,Hard_water
328.5,44.3,74.2,104.9,856,Hard_water
328.8,54.7,73.3,102.2,802,Hard_water
329,80.1,72.1,100.4,766.2,Hard_water
329.3,88.8,70.9,99.9,793,Hard_water
329.5,82.9,71,101,821.6,Hard_water
329.8,76.9,72.2,101.4,812,Hard_water
330,64.7,72.8,100.6,822.3,Hard_water
330.3,65.8,73.6,100.7,796.8,Hard_water
330.5,75.3,73.4,97.5,739.9,Hard_water
330.8,83.1,72.7,95,705.8,Hard_water
331,93,71.6,95.4,651.8,Hard_water
331.3,96.1,70.9,96.2,654.5,Hard_water
331.5,91,72.6,99.9,673.1,Hard_water
331.8,83.1,74.5,101.6,687.2,Hard_water
332,74.7,76.1,103.3,715.8,Hard_water
332.3,80.3,76.1,103.5,704.8,Hard_water
332.5,97.3,75.5,101.7,722.9,Hard_water
332.8,105.1,75,99.3,726.2,Hard_water
333,113.5,74.5,97.7,663.9,Hard_water
333.3,114.5,73.7,98,678.5,Hard_water
333.5,113.5,72.9,100.1,729.7,Hard_water
333.8,118.7,73,100.7,714.6,Hard_water
334,124.2,72.6,98.2,726.7,Hard_water
334.3,119.2,72.2,96.8,741.1,Hard_water
334.5,121.9,70.3,97.1,729.9,Hard_water
334.8,111.9,69,98.4,736.8,Hard_water
335,83.5,70.3,101.5,845.8,Hard_water
335.3,65.8,72.1,104,926.2,Hard_water
335.5,38.3,74.6,107.5,931.6,Hard_water
335.8,30,76.3,109.4,968.5,Hard_water
336,28.7,77.9,109.7,1058.9,Hard_water
336.3,29.8,77.9,108.1,1042,Hard_water
336.5,31.5,76.8,105.9,980.3,Hard_water
336.8,32.5,75,105.2,946.6,Hard_water
337,35.4,72,104.5,900,Hard_water
337.3,36.7,70.5,104.4,897.4,Hard_water
337.5,36.5,69.1,103.7,885.6,Hard_water
337.8,32.4,68.3,103.3,859.6,Hard_water
338,28.9,67.9,97.7,876,Hard_water
338.3,29.9,67.7,93.2,915,Hard_water
338.5,54.2,64.5,89.9,795.4,Hard_water
338.8,64.3,60.7,88.7,671.4,Hard_water
339,65.5,60.8,87.6,770.7,Hard_water
339.3,56.1,63.3,87.5,887,Hard_water
339.5,32.9,65.6,89.4,946,Hard_water
339.8,30.3,66.6,94.4,951.9,Hard_water
340,26.7,67.5,94.7,936.3,Hard_water
340.3,27.2,67.5,92.1,917.1,Hard_water
340.5,45.9,65.6,89.8,771.1,Hard_water
340.8,55.7,62.6,89.2,695.7,Hard_water
341,66.7,61.3,88.3,730.2,Hard_water
341.3,65.7,62.5,88.2,778.2,Hard_water
341.5,54.1,63.6,89.2,751.4,Hard_water
341.8,48.5,63.9,91.9,704,Hard_water
342,46.4,64.2,93.9,710.7,Hard_water
342.3,42.4,64,93.5,712.5,Hard_water
342.5,44.2,63.7,92.6,693.3,Hard_water
342.8,46.9,63.5,91,707.8,Hard_water
343,54.2,62.7,89,755.1,Hard_water
343.3,58.9,62.1,88.4,758.3,Hard_water
343.5,54.9,61.3,88.5,781.9,Hard_water
343.8,51.4,61.7,88.9,822.7,Hard_water
344,45.8,62.2,89.3,829.2,Hard_water
344.3,43,62.8,89.4,818.3,Hard_water
344.5,46.9,62.8,90.2,784.2,Hard_water
344.8,46.8,62.4,89.9,771.7,Hard_water
345,51,62.3,89.4,803.8,Hard_water
345.3,54.2,62.8,89.2,828.2,Hard_water
345.5,54,62.9,89.8,832.6,Hard_water
345.8,56,63.1,90.8,829,Hard_water
346,52.8,63.5,90.5,841.2,Hard_water
346.3,51.8,63.9,88.6,835.7,Hard_water
346.5,55.6,63.8,87.9,794.5,Hard_water
346.8,57,63.2,87.9,762,Hard_water
347,56.9,62.5,87.2,800,Hard_water
347.3,52,63.1,87.8,827.4,Hard_water
347.5,46.6,62.3,90.3,808,Hard_water
347.8,45.9,62.1,92.5,813.1,Hard_water
348,41.5,64,94.8,850.4,Hard_water
348.3,38.5,65.1,95.5,867.6,Hard_water
348.5,33.3,66.7,96,893.8,Hard_water
348.8,31.8,67.5,94.2,878.7,Hard_water
349,44.5,67.8,89.6,796.9,Hard_water
349.3,62.4,66.4,86.9,728.1,Hard_water
349.5,88.4,63.7,83.8,647.5,Hard_water
349.8,105.8,63.9,81.9,625.4,Hard_water
350,112.5,64.5,80.9,618.6,Hard_water
